OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments
2776,2726,25/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Not being able to do activities that are important to me,Wellbeing and mental health concerns,Stress from working from home,Reduced access to the internet and online services and networks,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,No,No,Yes,No,,1-3 months,1-3 months,,,,,,4-6 months,Immediately,Immediately,Very important,Very important,Very important,Very important,,Important,Important,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2777,2727,25/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,Digital media and marketing in the technology and higher education sectors.,No,15,0,0,0,Yes – I’ve let staff go,7,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Not Applicable,Yes,Not Applicable,Remote working,No,Completely,Mostly,Not at all,,Applied - awaiting outcome,Not required,Applied – awaiting outcome,Applied – successful,Applied – awaiting outcome,Not applied – not aware,Applied – awaiting outcome,Not required,,option-1,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Stage 2: 20 people,,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2778,2728,25/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Dance classes,Dance events",Yes,Yes,No,No,No,No,,Immediately,Immediately,,,,,,1-3 months,1-3 months,1-3 months,Important,Very important,Important,Very important,,Important,Somewhat important,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,20-29,Female,No,No,2007,Unit/apartment in a 1-3 storey block,Renting,No,,
2779,2729,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Loss of networking opportunities",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,"More awareness of food security and started my own vegetable patch,Increased conscious consumer practices such as buying Australian if possible & minimising purchases in general,Increased support for overseas communities ,increased tech uptake for work & social",Immediately,Immediately,,,,,,1-3 months,Longer,,Very important,Very important,Very important,Very important,,Very important,Very important,,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,"Less commuters, more people wfh, less traffic, people more open to doing business via conference calls rather than in person meetings, more efficient & on time meetings, more awareness of protecting Australian-made products especially essential items, validation that resilience preparedness is crucial, more digitalisation of work which reduces the boring bits of jobs, increased innovation due to increased necessity, seem to be more people exercising now, telehealth services","Lots of businesses closing, people's mental health suffering need help with drastic & constant change as well as financial instability.",50-59,Female,No,No,2763,Separate house,Paying it off / mortgaged,Yes,Indonesian,
2780,2730,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job",No,No,Yes,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,No,,4-6 months,4-6 months,,,,,,4-6 months,4-6 months,1-3 months,Very important,Very important,Somewhat important,Very important,,Important,Somewhat important,,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,,,30-39,Female,No,No,2194,Unit/apartment in a 1-3 storey block,Renting,No,,
2781,2731,25/05/2020,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns,Discrimination or vilification,Stress from working from home",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,Yes,Yes,Yes,No,Yes,No,,1-3 months,4-6 months,,,,,,4-6 months,Longer,4-6 months,Very important,Very important,Important,Important,,Very important,Somewhat important,,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,"More appreciation of social values, reciprocity and solidarity, green space, localism, sharing of resources, stopping growth- and profit-driven politics, prioritising people's happiness and wellbeing, giving homes to homelessness, more affordable housing, helping those most vulnerable, taking a stand against discrimination, repurposing","Closing of beaches, closing of community gardens, unemployment, discrimination, growing food insecurity, rising land prices, rising cost of living",30-39,Female,No,No,2500,Unit/apartment in a 1-3 storey block,Renting,Yes,Finnish,Prioritise community wellbeing and happiness above private profit
2782,2732,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Worrying about the security of my job",No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,,Immediately,Immediately,,,,,,1-3 months,4-6 months,1-3 months,Very important,Very important,Very important,Very important,,Important,Somewhat important,,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,What about Owners Corporations? all high density resi is privately and collectively run by Owners Corporations - we need help with huge energy and water costs for our large buildings and solar support like people in houses get.,neighbours helping each other - feeling more vulnerable may make us stop taking the planet for granted.,what is happening with the Climate Emergency work now?  dont stop - this is the only Aus govt to lead and its more important than ever.,40-49,Female,No,No,2001,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,,Thanks
2783,2733,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,People will be more mindful with hygiene and personal space. Show more kindness and pay more attention to all the matters.,Social distancing and paranoia might bring out a few unkind behaviors.,50-59,Female,No,No,Chatswood,Unit/apartment in a 4+ storey block,Renting,Yes,Indian,Thank you for including people’s opinions and views.
2784,2734,25/05/2020,Yes,No,No,No,No,No,2130,Incorporated for-profit,Environmental consultancy,No,1,,,3,"I've reduced staff hours, but haven't let staff go",,,,,Low,None / NA,Low,Low,Low,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,Yes,Yes,,,Somewhat,Somewhat,Mostly,,Not required,Not required,Applied – awaiting outcome,Not required,Applied – awaiting outcome,Not required,Not required,Not required,,option-1,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,",",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Not relevant,phone and video meetings,Yes,"Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns,Stress from children being at home more,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,,1-3 months,4-6 months,,,,,,4-6 months,4-6 months,1-3 months,Very important,Very important,Very important,Important,,Somewhat important,Somewhat important,,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,,"acts of kindness
 cycling
 families exercising together","traffic - loss of public transport
 going to the beach & other sport and recreation",40-49,Female,No,No,2132,"Semi-detached, terrace house, townhouse",Renting,No,,
2785,2735,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Loss of income / employment,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,,1-3 months,1-3 months,,,,,,,4-6 months,,Very important,Very important,Important,Very important,,Somewhat important,Not very important,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,,,,40-49,Female,No,No,2065,Separate house,Paying it off / mortgaged,No,,
2786,2736,25/05/2020,Yes,Yes,No,No,No,No,2000,Incorporated for-profit,"Graphic design - branding, websites, marketing for small businesses",No,1,,,2,Yes – I’ve let staff go,1,,,0,High,None / NA,High,None / NA,None / NA,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Yes,Yes,No,More scrambling to find work,"Teaming up with a marketing business on a combined initiative to help startups and SMEs pivot their businesses in response to Covid-19. This is in the form of helping businesses set up e-commerce, improve online offerings, and transform traditional professional services to productised digital offerings.",Somewhat,Somewhat,Somewhat,,Not applied - not eligible,Not required,Not applied – not eligible,Applied – awaiting outcome,Applied – successful,Applied – successful,Applied – awaiting outcome,Other,,,"I am my landlord, giving myself rent relief doesn't solve the problem of paying the mortgage.",Aside from mortgage I don't have debts and am trying really hard to avoid debt,"I'm a small business, don't qualify",,,,,"I'd rather not get into debt as I'll be clawing my way out of it for years. As a single parent, I need to keep my head above water without the stress of long-term debts.",,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Not relevant,"Increased business certainty to encourage new business. The only work I'm getting right now is from existing clients, so the confidence in business to enable others to spend on my services will be the thing that keeps me viable.",Yes,"Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Wellbeing and mental health concerns,Stress from children being at home more,Stress from working from home",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,,Immediately,1-3 months,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Very important,,Somewhat important,Very important,,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,"Improved online connectivity, improved business processes in both government and corporate sectors, less red tape to connect with needed services, increased sense of community, increased acts of kindness, recognition of the critical nature of childcare for the function of our economy","Continual concern over finances and safety of my family is particularly acute as a single parent (how do I keep us afloat, who will look after my kid if I get covid and can't send him to my parents due to risk to them). These concerns will stay with me for quite some time.",40-49,Female,No,No,Darlinghurst,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,,Thank you for doing what you're doing.
2787,2737,25/05/2020,Yes,No,No,No,No,No,2011,Incorporated for-profit,"we supply international music artists to clubs, festivals and promoters across Australia and Asia.",No,1,,,,I am the only employee,1,,,,High,None / NA,High,None / NA,High,High,No - temporary closure,Yes,No,Yes,No,No,No,No,No,No,No,Yes,,Not close the venues for this long! allow international artists back into the country asap!!,,Not Applicable,Not Applicable,Not Applicable,"I have focused on myself as an artist in the hope to make some money once the venue bans are lifted (hopefully soon!) I am really struggling, you need to open the venues again with no restrictions asap!","no, we are all waiting for you to give us clear direction on the future. you need to commit to a plan and the plan needs to be to rebuild the scene ASAP!",,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2788,2738,25/05/2020,Yes,No,No,No,No,No,2070,Incorporated for-profit,alcohol delivery,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2789,2739,25/05/2020,Yes,No,Yes,No,Yes,No,2000,Sole trader,"Freelance producer (live events, creative projects, written works and broadcast media)",No,0,0,0,0,I’ve lost all my local writing opportunities and of course all live events and programming work,0,0,0,0,High,None / NA,High,Some,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Yes,Yes,No,I am relying on grants and have (successfully) applied for a full time role with a public broadcaster. I am grateful for the position although it is a step backwards in my career and huge pay cut compared to me pre-COVID earnings.,Yes. I’m collaborating with an artist on a public arts project that received CoS funding.,Mostly,Not at all,Mostly,,Not applied - not eligible,Not required,Not applied – not aware,Not applied – not eligible,Not applied – not aware,Not applied – not aware,Applied – successful,Not applied – not aware,"To be honest, I’ve sought A full time employment contract and have put my freelance business on hold. I can’t wait for the economy to pick up again because I’m not eligible for Job Keeper or Job Seeker.",,,,,I’m a freelancer. I have been employed PT by a company  it for less than a year. I was out in 5 weeks forced leave because of the impacts to the business but I’m not eligible for JobKeeper because I haven’t been there a year.,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,Venues! I need venues.,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Stage 3: 100 people,"- Recognition the arts, cultural, entertainment and media sectors employ people on short contracts (the condition of 1 year’s permanent PT or FT work with one employer to receive gov financial support is seeing so many professionals struggling to survive) - More gov funding of the arts, media and entertainment (local, state and federal) - A cultural shift from slow, paperwork laden and fee heavy bureaucracy to getting support out there quickly to artists and creatives - City of Sydney especially to have less red tape around grants, support and funding (I understand you’re a government body but you move incredibly slowly and ask for a lot from small traders like individual creative producers and artists - e.g. PLI insurance up to $10 mill even for small and low risk projects when $5 mill is plenty - which contradicts your public messages about supporting the creative industries) - Cheaper and more accessible venues of all sizes",Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns,Increased drug or alcohol use,Stress from working from home,Stress caused by living and working in close proximity to others ,I’ve abandoned career path / plans, taken a role that may impact future opportunities because it is a step backwards in seniority, and put my freelance business on hold.,Don’t know what the future holds.",Yes,No,No,No,Yes,No,Yes,Yes,No,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,No,No,No,No,"In some ways, it’s been a leveller across professional sectors and income brackets (not all of course). This has fostered general empathy.",Immediately,Immediately,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Homogenisation of public spaces and the unique look and feel of local areas that has grown over time... gentrification via the block shaped apartments that will look incredibly dated in less than a decade!Aesthetics of our cities and public spaces (linked to above comment).,People open to more radical ideas and change ‘from how it’s always been done’.,Economy and public gatherings will take a long time to recover.,30-39,Prefer not to say,Prefer not to say,Prefer not to say,2048,Unit/apartment in a 1-3 storey block,Paying it off / mortgaged,No,,Thank you for surveying the community. The multiple questions were leading which is a shame though.
2790,2740,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Social isolation and feeling lonely,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Very important,Very important,Very important,Very important,,Very important,Somewhat important,,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,,,,70-79,Male,No,No,2111,Unit/apartment in a 1-3 storey block,Outright owner,No,,no
2791,2741,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2792,2742,25/05/2020,Yes,No,No,No,No,No,2010,Incorporated for-profit,Event design and production,No,12,,,,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Not Applicable,Yes,Yes,,,Completely,Completely,Completely,,Applied - successful,Not required,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not required,,,,,,,,,,not required,,Yes,No,No,No,No,No,No,No,Yes,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not sure,"all events have been cancelled and due to this our major clients are not planning for any events this side of 2021. The restrictions are going to allow for some events to take place however due to the uncertainty of the market, brands are repurposing their event budgets. We work with American Express, Nike, Bacardi-Martini, Moet Hennessy and other huge brands and not one of them will be implementing marketing spend on events for the rest of this year. Councils need to be assisting the events industry by creating event platforms that support the community and that can be implemented by event agencies and the events industry as a whole. It has been completely obliterated",Yes,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2793,2743,25/05/2020,Yes,No,No,No,No,No,2000,Individual,Gallery that sells framed photographic prints.,No,4,,,,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Yes,No,No,We are attempting to boost online awareness and sales due to drastically reduced foot traffic,No,Not at all,Not at all,Somewhat,,Applied - successful,Not required,Applied – awaiting outcome,Applied – successful,Not applied – not eligible,Not applied – not aware,Applied – awaiting outcome,Not required,,option-1,,,,,,,,,,Yes,No,Yes,No,No,No,No,No,Yes,No,No,,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Stage 3: 100 people,Interstate and international travel to resume to increase tourism numbers.,No,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me",Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Very important,Very important,Very important,Very important,,Important,Very important,,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,,Increased appreciation of the things that should matter,Fear and financial hardship,,,,,,,,,,
